,Question,TRUE,FALSE
19616,51,1,0
19617,45,1,0
19618,46,1,0
19619,58,1,0
19620,58,1,0
19621,34,1,0
19622,45,1,0
19623,30,1,0
19624,46,1,0
19625,48,1,0
19626,44,1,0
19627,50,1,0
19628,37,1,0
19629,37,1,0
19630,37,1,0
19631,32,1,0
19632,47,1,0
19633,49,1,0
19634,33,1,0
19635,32,1,0
19636,47,1,0
19637,47,1,0
19638,41,1,0
19639,34,1,0
19640,38,1,0
19641,56,1,0
19642,48,1,0
19643,33,1,0
19644,30,1,0
19645,57,1,0
19646,33,1,0
19647,52,1,0
19648,36,1,0
19649,36,1,0
19650,57,1,0
19651,36,1,0
19652,53,1,0
19653,54,1,0
19654,37,1,0
19655,37,1,0
19656,46,1,0
19657,54,0,1
19658,57,1,0
19659,48,1,0
19660,50,1,0
19661,48,1,0
19662,50,1,0
19663,41,1,0
19664,51,1,0
19665,32,1,0
19666,42,1,0
19667,39,1,0
19668,47,1,0
19669,36,1,0
19670,32,0,1
19671,48,1,0
19672,35,1,0
19673,50,1,0
19674,30,1,0
19675,31,1,0
19676,31,1,0
19677,48,1,0
19678,48,1,0
19679,50,1,0
19680,50,1,0
19681,55,1,0
19682,34,1,0
19683,52,1,0
19684,38,1,0
19685,45,1,0
19686,56,1,0
19687,42,1,0
19688,52,1,0
19689,39,1,0
19690,48,1,0
19691,60,1,0
19692,32,1,0
19693,48,1,0
19694,39,1,0
19695,40,1,0
19696,34,1,0
19697,55,1,0
19698,44,1,0
19699,45,0,1
19700,49,1,0
19701,58,1,0
19702,34,1,0
19703,30,0,1
19704,45,1,0
19705,56,1,0
19706,48,1,0
19707,48,1,0
19708,58,1,0
19709,50,1,0
19710,44,1,0
19711,37,1,0
19712,51,1,0
19713,38,1,0
19714,58,1,0
19715,34,1,0
19716,31,1,0
19717,30,0,1
19718,36,1,0
19719,45,1,0
19720,32,1,0
19721,45,1,0
19722,31,1,0
19723,38,1,0
19724,38,1,0
19725,30,1,0
19726,30,1,0
19727,34,1,0
19728,59,1,0
19729,31,1,0
19730,34,1,0
19731,56,1,0
19732,30,1,0
19733,30,1,0
19734,46,1,0
19735,51,1,0
19736,46,1,0
19737,34,1,0
19738,39,1,0
19739,47,1,0
19740,33,1,0
19741,44,1,0
19742,33,1,0
19743,51,1,0
19744,51,1,0
19745,51,1,0
19746,42,1,0
19747,51,1,0
19748,31,0,1
19749,31,1,0
19750,31,1,0
19751,34,1,0
19752,50,0,1
19753,35,0,1
19754,31,1,0
19755,37,1,0
19756,31,1,0
19757,38,1,0
19758,33,1,0
19759,38,1,0
19760,32,1,0
19761,38,1,0
19762,47,1,0
19763,57,1,0
19764,51,1,0
19765,50,1,0
19766,36,1,0
19767,50,1,0
19768,57,1,0
19769,33,1,0
19770,35,1,0
19771,47,1,0
19772,33,1,0
19773,51,1,0
19774,34,1,0
19775,31,1,0
19776,34,1,0
19777,52,1,0
19778,46,1,0
19779,51,1,0
19780,51,1,0
19781,38,1,0
19782,47,1,0
19783,45,1,0
19784,30,1,0
19785,58,1,0
19786,47,1,0
19787,34,1,0
19788,54,1,0
19789,47,1,0
19790,39,1,0
19791,30,1,0
19792,39,1,0
19793,39,1,0
19794,31,1,0
19795,44,1,0
19796,51,1,0
19797,53,1,0
19798,30,1,0
19799,45,1,0
19800,38,1,0
19801,56,1,0
19802,51,1,0
19803,44,1,0
19804,40,1,0
19805,36,1,0
19806,51,1,0
19807,36,1,0
19808,48,1,0
19809,47,1,0
19810,45,0,1
19811,57,1,0
19812,38,1,0
19813,44,1,0
19814,36,1,0
19815,36,1,0
19816,44,1,0
19817,36,1,0
19818,32,1,0
19819,56,1,0
19820,45,0,1
19821,36,1,0
19822,33,1,0
19823,44,1,0
19824,32,1,0
19825,38,1,0
19826,57,0,1
19827,37,1,0
19828,31,1,0
19829,49,1,0
19830,49,1,0
19831,50,1,0
19832,34,1,0
19833,37,1,0
19834,50,1,0
19835,36,1,0
19836,32,1,0
19837,45,1,0
19838,32,1,0
19839,29,1,0
19840,42,1,0
19841,36,1,0
19842,29,1,0
19843,33,1,0
19844,46,1,0
19845,35,1,0
19846,46,1,0
19847,32,1,0
19848,58,1,0
19849,47,1,0
19850,50,1,0
19851,44,1,0
19852,44,1,0
19853,29,1,0
19854,29,1,0
19855,29,1,0
19856,29,1,0
19857,30,1,0
19858,49,1,0
19859,30,1,0
19860,52,1,0
19861,52,1,0
19862,52,0,1
19863,60,1,0
19864,29,1,0
19865,29,1,0
19866,35,1,0
19867,46,1,0
19868,53,0,1
19869,39,1,0
19870,42,1,0
19871,39,1,0
19872,54,1,0
19873,47,1,0
19874,47,1,0
19875,55,1,0
19876,50,1,0
19877,36,1,0
19878,36,1,0
19879,36,1,0
19880,42,1,0
19881,35,1,0
19882,33,1,0
19883,40,1,0
19884,34,1,0
19885,34,1,0
19886,34,1,0
19887,54,1,0
19888,34,1,0
19889,29,1,0
19890,51,1,0
19891,52,1,0
19892,31,1,0
19893,37,1,0
19894,40,0,1
19895,34,1,0
19896,53,1,0
19897,29,1,0
19898,36,1,0
19899,45,1,0
19900,33,1,0
19901,40,1,0
19902,44,1,0
19903,38,1,0
19904,41,1,0
19905,40,1,0
19906,47,1,0
19907,33,1,0
19908,36,1,0
19909,53,1,0
19910,36,1,0
19911,44,1,0
19912,30,1,0
19913,53,1,0
19914,29,1,0
19915,30,1,0
19916,42,1,0
19917,58,1,0
19918,35,1,0
19919,52,1,0
19920,46,1,0
19921,33,1,0
19922,60,1,0
19923,51,1,0
19924,47,1,0
19925,57,1,0
19926,37,0,1
19927,48,1,0
19928,34,1,0
19929,38,1,0
19930,38,1,0
19931,30,1,0
19932,30,0,1
19933,30,1,0
19934,38,1,0
19935,37,1,0
19936,34,1,0
19937,34,1,0
19938,29,1,0
19939,33,1,0
19940,52,1,0
19941,50,1,0
19942,33,1,0
19943,34,1,0
19944,45,1,0
19945,52,1,0
19946,46,1,0
19947,32,1,0
19948,35,1,0
19949,41,1,0
19950,33,0,1
19951,35,1,0
19952,38,1,0
19953,38,1,0
19954,41,0,1
19955,41,1,0
19956,51,1,0
19957,41,1,0
19958,34,1,0
19959,51,1,0
19960,47,1,0
19961,48,1,0
19962,31,1,0
19963,31,1,0
19964,49,1,0
19965,58,1,0
19966,46,1,0
19967,50,0,1
19968,52,1,0
19969,29,0,1
19970,38,1,0
19971,34,1,0
19972,34,1,0
19973,31,1,0
19974,38,0,1
19975,58,1,0
19976,30,1,0
19977,33,1,0
19978,50,1,0
19979,58,0,1
19980,53,1,0
19981,49,1,0
19982,31,1,0
19983,32,1,0
19984,29,1,0
19985,48,1,0
19986,57,1,0
19987,30,1,0
19988,38,1,0
19989,36,1,0
19990,42,1,0
19991,44,1,0
19992,38,1,0
19993,57,1,0
19994,50,1,0
19995,44,1,0
19996,43,1,0
19997,40,1,0
19998,33,0,1
19999,42,0,1
20000,42,1,0
20001,35,1,0
20002,38,1,0
20003,46,1,0
20004,33,1,0
20005,44,1,0
20006,42,1,0
20007,34,1,0
20008,33,1,0
20009,35,1,0
20010,32,1,0
20011,58,1,0
20012,45,1,0
20013,39,1,0
20014,53,1,0
20015,30,1,0
20016,41,1,0
20017,43,1,0
20018,36,1,0
20019,29,1,0
20020,42,1,0
20021,41,1,0
20022,37,1,0
20023,52,1,0
20024,39,1,0
20025,44,1,0
20026,33,1,0
20027,35,1,0
20028,36,1,0
20029,34,1,0
20030,58,1,0
20031,59,1,0
20032,38,1,0
20033,39,1,0
20034,32,1,0
20035,42,1,0
20036,29,0,1
20037,44,1,0
20038,52,1,0
20039,31,1,0
20040,32,1,0
20041,36,1,0
20042,31,1,0
20043,36,1,0
20044,49,1,0
20045,39,1,0
20046,31,1,0
20047,40,1,0
20048,37,1,0
20049,38,1,0
20050,32,1,0
20051,34,1,0
20052,34,1,0
20053,43,1,0
20054,33,1,0
20055,44,1,0
20056,31,1,0
20057,55,1,0
20058,32,1,0
20059,56,1,0
20060,50,1,0
20061,33,1,0
20062,29,1,0
20063,33,1,0
20064,47,1,0
20065,37,1,0
20066,34,1,0
20067,34,1,0
20068,43,1,0
20069,47,1,0
20070,34,1,0
20071,35,1,0
20072,55,1,0
20073,49,1,0
20074,56,1,0
20075,49,1,0
20076,45,1,0
20077,32,1,0
20078,37,1,0
20079,44,1,0
20080,35,0,1
20081,36,1,0
20082,35,1,0
20083,44,1,0
20084,44,1,0
20085,44,1,0
20086,43,1,0
20087,40,1,0
20088,50,1,0
20089,32,1,0
20090,32,1,0
20091,44,0,1
20092,32,1,0
20093,45,1,0
20094,49,1,0
20095,38,1,0
20096,33,1,0
20097,29,1,0
20098,29,1,0
20099,32,1,0
20100,41,1,0
20101,41,1,0
20102,36,1,0
20103,45,1,0
20104,37,1,0
20105,59,1,0
20106,35,1,0
20107,45,1,0
20108,29,1,0
20109,59,0,1
20110,50,1,0
20111,34,1,0
20112,55,1,0
20113,40,1,0
20114,31,1,0
20115,35,1,0
20116,31,1,0
20117,32,1,0
20118,52,1,0
20119,39,1,0
20120,36,1,0
20121,34,1,0
20122,46,1,0
20123,36,1,0
20124,38,0,1
20125,51,1,0
20126,31,1,0
20127,39,1,0
20128,56,1,0
20129,45,1,0
20130,54,1,0
20131,57,1,0
20132,37,1,0
20133,32,1,0
20134,33,1,0
20135,47,1,0
20136,38,1,0
20137,33,1,0
20138,32,1,0
20139,36,1,0
20140,36,1,0
20141,32,1,0
20142,39,1,0
20143,58,1,0
20144,47,1,0
20145,30,1,0
20146,33,1,0
20147,30,1,0
20148,30,1,0
20149,30,1,0
20150,44,1,0
20151,30,0,1
20152,39,1,0
20153,39,1,0
20154,59,1,0
20155,34,1,0
20156,50,1,0
20157,33,1,0
20158,58,1,0
20159,29,1,0
20160,31,1,0
20161,33,1,0
20162,32,1,0
20163,34,1,0
20164,38,1,0
20165,35,1,0
20166,35,1,0
20167,37,1,0
20168,37,1,0
20169,37,1,0
20170,36,1,0
20171,38,0,1
20172,36,1,0
20173,36,0,1
20174,34,1,0
20175,29,1,0
20176,50,1,0
20177,37,1,0
20178,50,0,1
20179,45,1,0
20180,36,1,0
20181,39,1,0
20182,30,1,0
20183,36,1,0
20184,33,1,0
20185,44,1,0
20186,35,1,0
20187,52,0,1
20188,37,1,0
20189,52,1,0
20190,41,1,0
20191,29,1,0
20192,36,1,0
20193,36,1,0
20194,50,1,0
20195,31,1,0
20196,32,1,0
20197,30,1,0
20198,52,1,0
20199,36,1,0
20200,52,1,0
20201,45,1,0
20202,40,1,0
20203,33,1,0
20204,36,1,0
20205,43,1,0
20206,39,1,0
20207,42,1,0
20208,45,1,0
20209,35,1,0
20210,36,1,0
20211,45,0,1
20212,35,1,0
20213,45,0,1
20214,35,1,0
20215,30,1,0
20216,55,1,0
20217,48,1,0
20218,31,1,0
20219,34,1,0
20220,33,1,0
20221,34,1,0
20222,53,1,0
20223,31,1,0
20224,31,1,0
20225,29,1,0
20226,45,1,0
20227,37,1,0
20228,52,1,0
20229,31,1,0
20230,46,0,1
20231,50,1,0
20232,36,1,0
20233,42,1,0
20234,50,0,1
20235,56,1,0
20236,49,1,0
20237,34,1,0
20238,34,0,1
20239,32,1,0
20240,34,1,0
20241,31,1,0
20242,49,1,0
20243,49,1,0
20244,52,1,0
20245,49,1,0
20246,48,1,0
20247,30,1,0
20248,32,1,0
20249,36,1,0
20250,30,1,0
20251,30,1,0
20252,46,1,0
20253,55,1,0
20254,52,1,0
20255,30,1,0
20256,30,1,0
20257,51,1,0
20258,30,0,1
20259,44,1,0
20260,42,1,0
20261,55,1,0
20262,34,1,0
20263,40,1,0
20264,47,1,0
20265,38,1,0
20266,36,1,0
20267,36,1,0
20268,56,1,0
20269,48,1,0
20270,30,1,0
20271,39,1,0
20272,39,1,0
20273,60,1,0
20274,30,1,0
20275,34,1,0
20276,29,1,0
20277,29,1,0
20278,55,1,0
20279,38,1,0
20280,40,1,0
20281,30,1,0
20282,30,1,0
20283,39,1,0
20284,34,1,0
20285,34,1,0
20286,34,1,0
20287,32,1,0
20288,29,1,0
20289,50,1,0
20290,46,1,0
20291,37,1,0
20292,36,1,0
20293,39,1,0
20294,36,1,0
20295,45,1,0
20296,36,0,1
20297,38,1,0
20298,46,1,0
20299,29,1,0
20300,30,1,0
20301,31,1,0
20302,29,1,0
20303,40,1,0
20304,30,1,0
20305,51,1,0
20306,36,0,1
20307,32,1,0
20308,32,0,1
20309,30,1,0
20310,31,1,0
20311,30,1,0
20312,32,1,0
20313,30,1,0
20314,33,1,0
20315,31,1,0
20316,33,1,0
20317,32,1,0
20318,57,1,0
20319,40,1,0
20320,32,0,1
20321,36,1,0
20322,35,1,0
20323,48,1,0
20324,55,1,0
20325,38,1,0
20326,58,1,0
20327,54,1,0
20328,54,1,0
20329,50,1,0
20330,33,1,0
20331,29,1,0
20332,48,1,0
20333,38,0,1
20334,40,1,0
20335,54,1,0
20336,56,1,0
20337,38,1,0
20338,43,1,0
20339,58,1,0
20340,34,1,0
20341,37,1,0
20342,31,1,0
20343,53,0,1
20344,51,1,0
20345,31,1,0
20346,44,1,0
20347,32,1,0
20348,41,1,0
20349,50,1,0
20350,32,1,0
20351,52,1,0
20352,58,1,0
20353,35,1,0
20354,58,1,0
20355,52,1,0
20356,52,1,0
20357,52,1,0
20358,52,1,0
20359,52,1,0
20360,31,1,0
20361,31,1,0
20362,31,1,0
20363,31,1,0
20364,31,1,0
20365,34,1,0
20366,47,1,0
20367,32,1,0
20368,31,0,1
20369,39,1,0
20370,31,1,0
20371,52,0,1
20372,38,1,0
20373,36,1,0
20374,33,1,0
20375,33,1,0
20376,37,1,0
20377,42,1,0
20378,31,1,0
20379,56,1,0
20380,47,1,0
20381,53,0,1
20382,47,1,0
20383,29,1,0
20384,38,1,0
20385,33,1,0
20386,51,1,0
20387,38,1,0
20388,38,1,0
20389,33,1,0
20390,46,1,0
20391,34,1,0
20392,46,1,0
20393,30,1,0
20394,30,1,0
20395,32,0,1
20396,52,1,0
20397,52,1,0
20398,39,1,0
20399,30,1,0
20400,29,1,0
20401,52,1,0
20402,31,1,0
20403,35,1,0
20404,35,1,0
20405,35,1,0
20406,33,1,0
20407,31,1,0
20408,30,1,0
20409,33,1,0
20410,52,1,0
20411,40,1,0
20412,40,1,0
20413,37,0,1
20414,40,1,0
20415,50,1,0
20416,45,1,0
20417,45,1,0
20418,42,1,0
20419,34,1,0
20420,49,1,0
20421,37,1,0
20422,48,1,0
20423,39,1,0
20424,59,1,0
20425,51,1,0
20426,33,0,1
20427,51,1,0
20428,31,1,0
20429,29,1,0
20430,37,1,0
20431,31,1,0
20432,31,1,0
20433,38,1,0
20434,31,1,0
20435,50,1,0
20436,50,1,0
20437,31,1,0
20438,31,0,1
20439,45,1,0
20440,31,1,0
20441,46,1,0
20442,51,1,0
20443,35,1,0
20444,32,1,0
20445,34,1,0
20446,31,1,0
20447,35,1,0
20448,32,1,0
20449,32,1,0
20450,32,1,0
20451,35,0,1
20452,36,1,0
20453,51,1,0
20454,32,1,0
20455,36,1,0
20456,36,1,0
20457,60,1,0
20458,39,1,0
20459,38,1,0
20460,32,1,0
20461,34,1,0
20462,38,1,0
20463,33,1,0
20464,41,1,0
20465,41,1,0
20466,54,1,0
20467,45,1,0
20468,47,1,0
20469,47,1,0
20470,48,1,0
20471,48,1,0
20472,44,1,0
20473,30,1,0
20474,36,1,0
20475,41,1,0
20476,40,1,0
20477,31,1,0
20478,51,1,0
20479,37,1,0
20480,30,1,0
20481,48,0,1
20482,48,1,0
20483,53,0,1
20484,37,1,0
20485,42,1,0
20486,35,1,0
20487,33,1,0
20488,38,1,0
20489,49,1,0
20490,31,1,0
20491,36,1,0
20492,33,1,0
20493,50,1,0
20494,48,1,0
20495,43,0,1
20496,35,1,0
20497,46,1,0
20498,32,1,0
20499,37,1,0
20500,33,0,1
20501,43,1,0
20502,39,1,0
20503,32,1,0
20504,45,1,0
20505,45,1,0
20506,35,1,0
20507,35,1,0
20508,32,1,0
20509,35,1,0
20510,35,1,0
20511,35,1,0
20512,35,1,0
20513,35,0,1
20514,33,1,0
20515,32,1,0
20516,42,1,0
20517,42,1,0
20518,29,1,0
20519,59,1,0
20520,32,1,0
20521,53,1,0
20522,32,0,1
20523,46,1,0
20524,32,0,1
20525,50,1,0
20526,31,0,1
20527,32,1,0
20528,44,1,0
20529,32,0,1
20530,41,1,0
20531,41,1,0
20532,49,1,0
20533,36,0,1
20534,41,1,0
20535,35,1,0
20536,53,1,0
20537,31,0,1
20538,56,1,0
20539,41,0,1
20540,58,1,0
20541,48,1,0
20542,46,0,1
20543,54,1,0
20544,32,1,0
20545,38,1,0
20546,31,1,0
20547,46,1,0
20548,54,1,0
20549,32,0,1
20550,40,1,0
20551,32,0,1
20552,31,1,0
20553,54,1,0
20554,34,1,0
20555,53,1,0
20556,49,1,0
20557,30,1,0
20558,36,1,0
20559,31,1,0
20560,33,1,0
20561,33,1,0
20562,46,1,0
20563,48,1,0
20564,52,1,0
20565,39,1,0
20566,52,1,0
20567,31,1,0
20568,32,1,0
20569,33,0,1
20570,57,1,0
20571,31,1,0
20572,45,0,1
20573,54,1,0
20574,56,1,0
20575,38,1,0
20576,44,1,0
20577,33,1,0
20578,34,1,0
20579,33,0,1
20580,32,1,0
20581,32,0,1
20582,54,1,0
20583,46,1,0
20584,31,1,0
20585,54,1,0
20586,47,1,0
20587,32,1,0
20588,34,1,0
20589,46,1,0
20590,54,1,0
20591,41,1,0
20592,35,1,0
20593,41,1,0
20594,36,1,0
20595,46,1,0
20596,31,1,0
20597,60,1,0
20598,54,1,0
20599,56,1,0
20600,32,1,0
20601,35,1,0
20602,57,1,0
20603,29,1,0
20604,29,1,0
20605,36,1,0
20606,32,1,0
20607,35,1,0
20608,34,1,0
20609,33,1,0
20610,30,1,0
20611,35,1,0
20612,44,1,0
20613,46,1,0
20614,35,1,0
20615,41,1,0
20616,30,1,0
20617,30,1,0
20618,44,1,0
20619,30,1,0
20620,51,1,0
20621,32,0,1
20622,51,1,0
20623,33,1,0
20624,34,1,0
20625,31,1,0
20626,45,0,1
20627,59,1,0
20628,38,1,0
20629,32,0,1
20630,38,1,0
20631,33,0,1
20632,43,0,1
20633,47,1,0
20634,31,1,0
20635,58,1,0
20636,58,1,0
20637,32,1,0
20638,35,0,1
20639,51,1,0
20640,52,1,0
20641,44,1,0
20642,38,1,0
20643,46,1,0
20644,36,1,0
20645,56,1,0
20646,39,1,0
20647,40,1,0
20648,34,1,0
20649,39,1,0
20650,54,1,0
20651,57,1,0
20652,33,1,0
20653,54,1,0
20654,57,1,0
20655,57,1,0
20656,57,1,0
20657,55,1,0
20658,32,1,0
20659,29,1,0
20660,40,1,0
20661,46,1,0
20662,42,1,0
20663,33,1,0
20664,57,0,1
20665,42,1,0
20666,34,1,0
20667,34,1,0
20668,42,1,0
20669,58,1,0
20670,48,1,0
20671,30,1,0
20672,42,1,0
20673,44,1,0
20674,48,1,0
20675,36,1,0
20676,54,1,0
20677,41,1,0
20678,31,1,0
20679,31,1,0
20680,41,1,0
20681,33,1,0
20682,45,1,0
20683,31,1,0
20684,40,1,0
20685,35,1,0
20686,32,1,0
20687,29,1,0
20688,29,1,0
20689,55,1,0
20690,45,1,0
20691,57,1,0
20692,52,1,0
20693,54,1,0
20694,54,1,0
20695,31,1,0
20696,34,1,0
20697,54,1,0
20698,34,1,0
20699,31,1,0
20700,45,1,0
20701,54,1,0
20702,29,1,0
20703,57,1,0
20704,54,1,0
20705,50,0,1
20706,39,1,0
20707,33,0,1
20708,40,1,0
20709,40,1,0
20710,39,1,0
20711,39,1,0
20712,30,1,0
20713,52,1,0
20714,59,1,0
20715,44,0,1
20716,34,1,0
20717,46,1,0
20718,31,1,0
20719,34,1,0
20720,34,1,0
20721,30,1,0
20722,57,0,1
20723,39,0,1
20724,58,1,0
20725,52,1,0
20726,33,1,0
20727,32,1,0
20728,56,1,0
20729,53,1,0
20730,54,1,0
20731,60,0,1
20732,32,1,0
20733,50,0,1
20734,55,1,0
20735,34,1,0
20736,35,1,0
20737,31,1,0
20738,58,1,0
20739,31,1,0
20740,31,1,0
20741,44,1,0
20742,46,0,1
20743,32,1,0
20744,48,1,0
20745,57,1,0
20746,57,1,0
20747,57,1,0
20748,34,1,0
20749,34,1,0
20750,40,0,1
20751,34,1,0
20752,44,1,0
20753,46,1,0
20754,33,1,0
20755,44,1,0
20756,34,0,1
20757,52,1,0
20758,47,1,0
20759,37,1,0
20760,34,1,0
20761,29,1,0
20762,31,1,0
20763,46,1,0
20764,52,1,0
20765,44,1,0
20766,32,1,0
20767,41,1,0
20768,57,1,0
20769,33,1,0
20770,51,1,0
20771,49,1,0
20772,34,1,0
20773,54,0,1
20774,48,1,0
20775,59,1,0
20776,35,1,0
20777,36,1,0
20778,37,1,0
20779,36,0,1
20780,55,1,0
20781,41,1,0
20782,49,1,0
20783,39,0,1
20784,33,1,0
20785,30,1,0
20786,54,1,0
20787,29,1,0
20788,34,0,1
20789,29,1,0
20790,45,1,0
20791,37,1,0
20792,29,1,0
20793,30,1,0
20794,51,1,0
20795,54,1,0
20796,59,1,0
20797,52,1,0
20798,54,1,0
20799,57,1,0
20800,31,1,0
20801,32,1,0
20802,56,1,0
20803,39,1,0
20804,44,1,0
20805,31,1,0
20806,34,1,0
20807,51,1,0
20808,46,1,0
20809,31,1,0
20810,51,1,0
20811,57,1,0
20812,57,1,0
20813,30,1,0
20814,31,1,0
20815,59,1,0
20816,45,1,0
20817,31,1,0
20818,55,1,0
20819,34,1,0
20820,34,1,0
20821,32,1,0
20822,35,1,0
20823,59,1,0
20824,48,1,0
20825,33,1,0
20826,45,1,0
20827,42,1,0
20828,31,1,0
20829,35,1,0
20830,32,1,0
20831,33,1,0
20832,45,1,0
20833,58,1,0
20834,33,1,0
20835,50,1,0
20836,32,1,0
20837,33,1,0
20838,44,1,0
20839,49,1,0
20840,33,1,0
20841,53,1,0
20842,32,1,0
20843,48,1,0
20844,32,1,0
20845,33,1,0
20846,52,1,0
20847,45,1,0
20848,34,1,0
20849,34,1,0
20850,30,1,0
20851,33,1,0
20852,39,1,0
20853,30,1,0
20854,33,1,0
20855,31,1,0
20856,57,1,0
20857,42,1,0
20858,31,1,0
20859,42,1,0
20860,42,1,0
20861,42,1,0
20862,30,1,0
20863,31,0,1
20864,31,1,0
20865,31,1,0
20866,35,1,0
20867,23,1,0
20868,41,1,0
20869,45,1,0
20870,31,1,0
20871,31,1,0
20872,35,1,0
20873,32,1,0
20874,55,1,0
20875,54,1,0
20876,32,1,0
20877,32,1,0
20878,31,1,0
20879,45,1,0
20880,54,1,0
20881,32,1,0
20882,31,1,0
20883,34,1,0
20884,35,1,0
20885,34,1,0
20886,36,1,0
20887,34,1,0
20888,47,1,0
20889,42,1,0
20890,49,1,0
20891,54,1,0
20892,45,1,0
20893,56,1,0
20894,50,1,0
20895,31,1,0
20896,41,1,0
20897,41,1,0
20898,41,1,0
20899,38,1,0
20900,49,1,0
20901,41,1,0
20902,34,1,0
20903,59,1,0
20904,47,1,0
20905,49,1,0
20906,34,1,0
20907,33,1,0
20908,34,1,0
20909,31,1,0
20910,30,1,0
20911,36,0,1
20912,50,1,0
20913,40,1,0
20914,40,1,0
20915,33,1,0
20916,30,1,0
20917,32,1,0
20918,36,1,0
20919,34,1,0
20920,35,1,0
20921,42,1,0
20922,51,1,0
20923,54,1,0
20924,34,0,1
20925,32,1,0
20926,32,1,0
20927,58,1,0
20928,42,1,0
20929,34,1,0
20930,57,1,0
20931,34,1,0
20932,31,1,0
20933,41,1,0
20934,29,1,0
20935,31,1,0
20936,29,1,0
20937,54,1,0
20938,52,1,0
20939,31,1,0
20940,31,1,0
20941,32,1,0
20942,39,1,0
20943,48,1,0
20944,29,1,0
20945,40,1,0
20946,41,1,0
20947,49,1,0
20948,29,1,0
20949,31,1,0
20950,31,1,0
20951,47,1,0
20952,31,1,0
20953,31,1,0
20954,49,1,0
20955,36,1,0
20956,34,1,0
20957,30,1,0
20958,32,1,0
20959,35,1,0
20960,31,1,0
20961,31,1,0
20962,50,1,0
20963,50,1,0
20964,36,1,0
20965,41,1,0
20966,36,1,0
20967,34,0,1
20968,30,1,0
20969,47,1,0
20970,44,1,0
20971,49,1,0
20972,29,1,0
20973,46,1,0
20974,45,1,0
20975,45,0,1
20976,31,1,0
20977,41,1,0
20978,45,1,0
20979,31,1,0
20980,39,1,0
20981,32,1,0
20982,40,1,0
20983,34,1,0
20984,30,1,0
20985,59,1,0
20986,39,1,0
20987,46,1,0
20988,32,1,0
20989,30,1,0
20990,33,1,0
20991,44,1,0
20992,34,1,0
20993,58,1,0
20994,34,1,0
20995,54,0,1
20996,47,1,0
20997,30,1,0
20998,31,1,0
20999,56,1,0
21000,58,1,0
21001,30,1,0
21002,36,0,1
21003,31,1,0
21004,31,0,1
21005,49,1,0
21006,57,1,0
21007,53,1,0
21008,39,1,0
21009,59,1,0
21010,53,1,0
21011,30,0,1
21012,33,1,0
21013,33,1,0
21014,47,1,0
21015,32,1,0
21016,34,1,0
21017,35,1,0
21018,58,1,0
21019,47,1,0
21020,49,1,0
21021,50,1,0
21022,31,1,0
21023,49,1,0
21024,55,1,0
21025,44,1,0
21026,48,1,0
21027,32,1,0
21028,32,1,0
21029,31,1,0
21030,30,1,0
21031,45,1,0
21032,49,1,0
21033,42,1,0
21034,31,1,0
21035,47,0,1
21036,35,1,0
21037,35,1,0
21038,41,1,0
21039,35,1,0
21040,35,1,0
21041,47,1,0
21042,31,1,0
21043,35,0,1
21044,46,1,0
21045,51,1,0
21046,31,1,0
21047,51,1,0
21048,33,1,0
21049,47,1,0
21050,50,1,0
21051,34,1,0
21052,34,1,0
21053,33,1,0
21054,59,1,0
21055,31,1,0
21056,46,1,0
21057,41,1,0
21058,31,1,0
21059,34,1,0
21060,34,1,0
21061,31,1,0
21062,35,1,0
21063,53,1,0
21064,30,1,0
21065,29,1,0
21066,47,0,1
21067,54,0,1
21068,54,1,0
21069,31,1,0
21070,47,1,0
21071,29,1,0
21072,47,1,0
21073,43,1,0
21074,54,1,0
21075,29,1,0
21076,51,1,0
21077,54,1,0
21078,51,1,0
21079,33,1,0
21080,54,1,0
21081,37,1,0
21082,29,1,0
21083,38,1,0
21084,54,1,0
21085,32,1,0
21086,36,1,0
21087,53,1,0
21088,54,1,0
21089,32,1,0
21090,54,1,0
21091,36,1,0
21092,54,1,0
21093,48,1,0
21094,32,1,0
21095,35,0,1
21096,58,1,0
21097,32,1,0
21098,38,1,0
21099,38,1,0
21100,30,0,1
21101,33,1,0
21102,35,0,1
21103,50,0,1
21104,35,1,0
21105,45,0,1
21106,31,1,0
21107,33,1,0
21108,33,1,0
21109,34,1,0
21110,32,1,0
21111,33,1,0
21112,30,0,1
21113,35,0,1
21114,41,1,0
21115,54,1,0
21116,38,1,0
21117,46,1,0
21118,53,1,0
21119,29,1,0
21120,33,1,0
21121,41,1,0
21122,30,1,0
21123,32,1,0
21124,56,1,0
21125,30,1,0
21126,39,1,0
21127,32,1,0
21128,30,1,0
21129,40,1,0
21130,59,1,0
21131,49,1,0
21132,36,1,0
21133,35,0,1
21134,48,1,0
21135,41,1,0
21136,31,1,0
21137,29,1,0
21138,47,1,0
21139,52,1,0
21140,30,1,0
21141,31,1,0
21142,45,1,0
21143,37,1,0
21144,32,1,0
21145,30,1,0
21146,32,1,0
21147,48,0,1
21148,46,1,0
21149,32,1,0
21150,50,1,0
21151,30,1,0
21152,46,1,0
21153,47,1,0
21154,33,1,0
21155,34,1,0
21156,34,1,0
21157,30,1,0
21158,31,1,0
21159,41,1,0
21160,33,1,0
21161,48,1,0
21162,54,1,0
21163,31,1,0
21164,47,1,0
21165,35,1,0
21166,43,1,0
21167,33,1,0
21168,32,1,0
21169,31,1,0
